CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vol dans / sur véhicule à moteur,2016-10-30,jour,11.0,294234.108,5036809.012,-73.635131,45.471128
Méfait,2017-02-08,jour,11.0,294234.108,5036809.012,-73.635131,45.471128
Méfait,2017-03-23,soir,11.0,294234.108,5036809.012,-73.635131,45.471128
Vol dans / sur véhicule à moteur,2017-02-16,jour,11.0,294234.108,5036809.012,-73.635131,45.471128
Méfait,2017-02-27,jour,11.0,294234.108,5036809.012,-73.635131,45.471128
Méfait,2015-10-16,jour,11.0,294234.108,5036809.012,-73.635131,45.471128
Vol de véhicule à moteur,2016-11-19,soir,11.0,294819.3499,5036159.608,-73.627633,45.465293
Méfait,2016-12-19,soir,11.0,294819.3499,5036159.608,-73.627633,45.465293
Introduction,2017-07-20,jour,49.0,305739.934,5056567.26,-73.487941,45.648999
Méfait,2016-10-23,jour,49.0,305739.934,5056567.26,-73.487941,45.648999
Vol dans / sur véhicule à moteur,2017-04-18,jour,49.0,305739.934,5056567.26,-73.487941,45.648999
Vol dans / sur véhicule à moteur,2015-12-23,soir,49.0,305739.934,5056567.26,-73.487941,45.648999
Méfait,2015-06-21,soir,49.0,305739.934,5056567.26,-73.487941,45.648999
Vol dans / sur véhicule à moteur,2017-10-16,jour,11.0,294890.317,5036115.823,-73.626724,45.4649
Vol de véhicule à moteur,2016-10-07,nuit,45.0,298913.727,5055933.361,-73.575512,45.643271
Vols qualifiés,2015-04-04,jour,50.0,295914.3257,5044356.553,-73.613779,45.539067
Méfait,2015-03-18,soir,50.0,295914.3257,5044356.553,-73.613779,45.539067
Méfait,2016-04-09,jour,50.0,295914.3257,5044356.553,-73.613779,45.539067
Méfait,2016-03-04,soir,50.0,295914.3257,5044356.553,-73.613779,45.539067
Vols qualifiés,2016-01-08,soir,50.0,295914.3257,5044356.553,-73.613779,45.539067
Vols qualifiés,2016-07-10,soir,50.0,295914.3257,5044356.553,-73.613779,45.539067
Méfait,2017-03-29,jour,50.0,295914.3257,5044356.553,-73.613779,45.539067
Méfait,2017-01-13,jour,50.0,295914.3257,5044356.553,-73.613779,45.539067
Vols qualifiés,2015-11-13,soir,50.0,295914.3257,5044356.553,-73.613779,45.539067
Méfait,2015-09-21,soir,50.0,295914.3257,5044356.553,-73.613779,45.539067
Vols qualifiés,2015-12-03,soir,50.0,295914.3257,5044356.553,-73.613779,45.539067
Vols qualifiés,2015-08-04,jour,50.0,295914.3257,5044356.553,-73.613779,45.539067
Vol de véhicule à moteur,2016-04-15,jour,49.0,301762.591,5055184.242,-73.538961,45.636548
Méfait,2016-09-08,jour,49.0,301762.591,5055184.242,-73.538961,45.636548
Vol dans / sur véhicule à moteur,2015-01-23,soir,30.0,296446.666,5048434.983,-73.607032,45.575773
Introduction,2016-08-04,jour,30.0,296446.666,5048434.983,-73.607032,45.575773
Introduction,2015-01-22,soir,23.0,301692.317,5045441.767,-73.5398,45.548882
Vol de véhicule à moteur,2017-08-06,soir,23.0,301692.317,5045441.767,-73.5398,45.548882
Introduction,2016-11-11,jour,23.0,301692.317,5045441.767,-73.5398,45.548882
Vol dans / sur véhicule à moteur,2016-11-28,soir,23.0,301692.317,5045441.767,-73.5398,45.548882
Vol dans / sur véhicule à moteur,2017-01-01,nuit,23.0,301692.317,5045441.767,-73.5398,45.548882
Vol dans / sur véhicule à moteur,2017-05-11,nuit,23.0,301692.317,5045441.767,-73.5398,45.548882
Introduction,2015-12-12,soir,23.0,301692.317,5045441.767,-73.5398,45.548882
Méfait,2015-05-16,jour,23.0,301692.317,5045441.767,-73.5398,45.548882
Méfait,2017-09-08,soir,50.0,291712.5266,5046221.354,-73.667631,45.555781
Vols qualifiés,2015-03-28,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2015-04-30,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2015-04-07,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2015-12-23,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2015-12-05,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Vols qualifiés,2015-12-10,jour,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2015-11-01,jour,7.0,291131.461,5043002.7,-73.674984,45.526808
Introduction,2015-11-06,soir,7.0,291131.461,5043002.7,-73.674984,45.526808
Vol dans / sur véhicule à moteur,2015-12-16,jour,7.0,291131.461,5043002.7,-73.674984,45.526808
Vol dans / sur véhicule à moteur,2017-05-05,jour,16.0,299574.844,5036110.0,-73.566819,45.464899
Méfait,2015-03-24,nuit,7.0,291446.763,5042876.452,-73.670944,45.525678
Introduction,2017-08-16,soir,7.0,291446.763,5042876.452,-73.670944,45.525678
Introduction,2016-01-20,soir,7.0,291446.763,5042876.452,-73.670944,45.525678
Introduction,2016-07-20,soir,7.0,291446.763,5042876.452,-73.670944,45.525678
Vol dans / sur véhicule à moteur,2015-01-23,soir,7.0,291127.565,5042992.208,-73.675033,45.526713
Vol dans / sur véhicule à moteur,2017-04-22,soir,45.0,300642.174,5057351.764,-73.553351,45.656046
Vol de véhicule à moteur,2017-02-17,nuit,45.0,300642.174,5057351.764,-73.553351,45.656046
Vol dans / sur véhicule à moteur,2017-08-09,jour,45.0,300642.174,5057351.764,-73.553351,45.656046
Vol de véhicule à moteur,2015-03-31,jour,27.0,291972.745,5044485.833,-73.664253,45.540169
Méfait,2015-10-23,jour,20.0,299844.601,5039973.188,-73.563408,45.499663
Introduction,2017-08-19,jour,44.0,299917.576,5047575.556,-73.56255,45.568073
Vol dans / sur véhicule à moteur,2016-11-10,jour,44.0,299917.576,5047575.556,-73.56255,45.568073
Vol dans / sur véhicule à moteur,2016-07-01,soir,44.0,299917.576,5047575.556,-73.56255,45.568073
Vol dans / sur véhicule à moteur,2016-07-29,jour,44.0,299917.576,5047575.556,-73.56255,45.568073
Introduction,2016-03-14,jour,44.0,299917.576,5047575.556,-73.56255,45.568073
Méfait,2016-01-13,soir,44.0,299917.576,5047575.556,-73.56255,45.568073
Introduction,2016-08-20,nuit,44.0,299917.576,5047575.556,-73.56255,45.568073
Introduction,2016-08-15,nuit,44.0,299917.576,5047575.556,-73.56255,45.568073
Vol dans / sur véhicule à moteur,2016-06-22,jour,44.0,299917.576,5047575.556,-73.56255,45.568073
Introduction,2016-02-17,jour,44.0,299917.576,5047575.556,-73.56255,45.568073
Vol de véhicule à moteur,2016-02-07,nuit,44.0,299917.576,5047575.556,-73.56255,45.568073
Introduction,2015-09-29,nuit,27.0,292273.176,5045143.08,-73.660422,45.546089
Vols qualifiés,2017-10-08,nuit,21.0,300812.9732,5041445.446,-73.551029,45.512917
Vol de véhicule à moteur,2016-03-07,jour,21.0,300812.9732,5041445.446,-73.551029,45.512917
Méfait,2016-06-18,jour,21.0,300812.9732,5041445.446,-73.551029,45.512917
Introduction,2017-04-18,soir,21.0,300812.9732,5041445.446,-73.551029,45.512917
Vol dans / sur véhicule à moteur,2015-04-09,jour,21.0,300812.9732,5041445.446,-73.551029,45.512917
Vol dans / sur véhicule à moteur,2015-05-15,jour,45.0,300556.936,5056011.215,-73.554433,45.643983
Vol de véhicule à moteur,2017-04-15,jour,45.0,300556.936,5056011.215,-73.554433,45.643983
Vol de véhicule à moteur,2017-03-07,soir,45.0,300556.936,5056011.215,-73.554433,45.643983
Vol dans / sur véhicule à moteur,2016-04-19,jour,49.0,305244.436,5056986.501,-73.494298,45.652772
Introduction,2016-03-14,nuit,49.0,305244.436,5056986.501,-73.494298,45.652772
Méfait,2016-05-15,jour,45.0,299511.212,5057441.395,-73.567863,45.656845
Vol dans / sur véhicule à moteur,2015-04-06,jour,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol dans / sur véhicule à moteur,2015-08-12,jour,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vols qualifiés,2015-11-27,soir,20.0,299322.9144,5040170.701,-73.570086,45.501437
Introduction,2015-07-19,soir,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vols qualifiés,2016-02-18,soir,7.0,291536.39,5042800.52,-73.669795,45.524996
Vol dans / sur véhicule à moteur,2015-12-12,nuit,7.0,291536.39,5042800.52,-73.669795,45.524996
Introduction,2015-05-24,nuit,9.0,292235.9999,5037544.037,-73.660704,45.477709
Introduction,2015-05-24,nuit,9.0,292235.9999,5037544.037,-73.660704,45.477709
Vol dans / sur véhicule à moteur,2015-05-24,nuit,9.0,292235.9999,5037544.037,-73.660704,45.477709
Vol dans / sur véhicule à moteur,2015-05-24,nuit,9.0,292235.9999,5037544.037,-73.660704,45.477709
Introduction,2015-05-26,jour,9.0,292235.9999,5037544.037,-73.660704,45.477709
Vol dans / sur véhicule à moteur,2015-05-25,jour,9.0,292235.9999,5037544.037,-73.660704,45.477709
Vols qualifiés,2017-11-26,nuit,45.0,298865.166,5057172.711,-73.57615,45.654422
Méfait,2017-10-08,soir,49.0,304186.01,5057051.489,-73.507878,45.653356
Vol de véhicule à moteur,2017-02-02,nuit,49.0,304186.01,5057051.489,-73.507878,45.653356
Introduction,2016-12-16,jour,49.0,304186.01,5057051.489,-73.507878,45.653356
Introduction,2016-10-04,nuit,46.0,300095.518,5052477.104,-73.560318,45.612179
Introduction,2017-11-17,jour,31.0,295865.1569,5044352.852,-73.614408,45.539034
Vol dans / sur véhicule à moteur,2016-07-04,jour,31.0,295865.1569,5044352.852,-73.614408,45.539034
Introduction,2016-02-25,soir,31.0,295865.1569,5044352.852,-73.614408,45.539034
Vol de véhicule à moteur,2015-12-03,jour,35.0,295865.1569,5044352.852,-73.614408,45.539034
Vol dans / sur véhicule à moteur,2016-08-29,jour,31.0,295865.1569,5044352.852,-73.614408,45.539034
Vol de véhicule à moteur,2017-02-07,soir,31.0,295865.1569,5044352.852,-73.614408,45.539034
Introduction,2017-03-10,soir,31.0,295865.1569,5044352.852,-73.614408,45.539034
Vol dans / sur véhicule à moteur,2015-08-28,nuit,31.0,295865.1569,5044352.852,-73.614408,45.539034
Méfait,2017-02-20,soir,31.0,295865.1569,5044352.852,-73.614408,45.539034
Méfait,2016-02-10,jour,31.0,295865.1569,5044352.852,-73.614408,45.539034
Méfait,2016-02-06,soir,31.0,295865.1569,5044352.852,-73.614408,45.539034
Méfait,2015-08-24,jour,31.0,295865.1569,5044352.852,-73.614408,45.539034
Vol de véhicule à moteur,2017-11-14,jour,31.0,295223.222,5044617.813,-73.622633,45.541409
Introduction,2017-11-11,jour,31.0,295223.222,5044617.813,-73.622633,45.541409
Vol dans / sur véhicule à moteur,2016-07-07,soir,31.0,295223.222,5044617.813,-73.622633,45.541409
Vol dans / sur véhicule à moteur,2016-04-12,nuit,31.0,295223.222,5044617.813,-73.622633,45.541409
Vol de véhicule à moteur,2015-11-22,jour,31.0,295223.222,5044617.813,-73.622633,45.541409
Introduction,2017-05-28,jour,31.0,295223.222,5044617.813,-73.622633,45.541409
Vol dans / sur véhicule à moteur,2016-07-17,jour,31.0,295223.222,5044617.813,-73.622633,45.541409
Introduction,2016-08-20,soir,31.0,295223.222,5044617.813,-73.622633,45.541409
Introduction,2017-03-14,soir,31.0,295223.222,5044617.813,-73.622633,45.541409
Introduction,2017-02-23,nuit,31.0,295223.222,5044617.813,-73.622633,45.541409
Introduction,2017-03-01,soir,31.0,295223.222,5044617.813,-73.622633,45.541409
Vol dans / sur véhicule à moteur,2015-03-27,jour,31.0,295310.5,5044864.569,-73.62152,45.543631
Vol dans / sur véhicule à moteur,2017-08-22,soir,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2018-12-15,jour,9.0,291089.0,5035827.5,-73.675327,45.462241
Vols qualifiés,2018-02-22,soir,8.0,291196.5,5033575.0,-73.67389,45.441974
Méfait,2016-12-03,jour,21.0,300404.04,5040145.064,-73.556251,45.501214
Introduction,2016-04-17,soir,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2016-05-23,jour,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2016-11-30,jour,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2016-12-21,jour,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2017-04-03,soir,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2015-12-16,soir,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2015-11-03,jour,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2015-09-30,soir,21.0,300404.04,5040145.064,-73.556251,45.501214
Introduction,2015-09-16,nuit,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2015-09-18,soir,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2018-06-23,jour,8.0,291196.5,5033575.0,-73.67389,45.441974
Introduction,2018-12-17,jour,8.0,291196.5,5033575.0,-73.67389,45.441974
Introduction,2018-07-13,jour,8.0,291196.5,5033575.0,-73.67389,45.441974
Méfait,2017-06-05,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2017-06-25,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vols qualifiés,2018-09-20,jour,8.0,291196.5,5033575.0,-73.67389,45.441974
Vol dans / sur véhicule à moteur,2017-08-06,jour,21.0,300450.522,5040241.319,-73.555657,45.50208
Méfait,2017-12-09,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2017-08-13,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2017-07-22,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2017-07-24,jour,21.0,300450.522,5040241.319,-73.555657,45.50208
Méfait,2016-07-24,jour,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2016-01-25,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2016-03-05,jour,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2016-11-23,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2016-09-27,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2016-10-24,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2016-09-19,nuit,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol de véhicule à moteur,2018-02-20,jour,42.0,296811.219,5050029.0,-73.602387,45.590121
Vol dans / sur véhicule à moteur,2016-09-22,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2017-05-08,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2017-02-10,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Méfait,2015-11-08,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2016-03-26,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2015-11-19,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2015-07-04,soir,21.0,300450.522,5040241.319,-73.555657,45.50208
Vol dans / sur véhicule à moteur,2015-11-25,jour,21.0,300450.522,5040241.319,-73.555657,45.50208
Introduction,2018-12-31,soir,42.0,296811.219,5050029.0,-73.602387,45.590121
Vols qualifiés,2018-11-28,soir,44.0,298813.37,5047351.779,-73.576694,45.56605
Introduction,2015-02-11,jour,21.0,300404.04,5040145.064,-73.556251,45.501214
Méfait,2016-07-01,jour,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2016-10-21,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2017-08-09,nuit,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2016-04-26,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Vols qualifiés,2016-05-08,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2016-01-06,jour,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2016-06-07,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Méfait,2016-06-08,soir,50.0,296649.8662,5037103.303,-73.60424,45.473809
Introduction,2016-04-06,jour,13.0,294581.7941,5032079.731,-73.630586,45.428577
Introduction,2016-02-11,jour,13.0,294581.7941,5032079.731,-73.630586,45.428577
Vol de véhicule à moteur,2015-04-17,soir,13.0,294581.7941,5032079.731,-73.630586,45.428577
Vol dans / sur véhicule à moteur,2016-10-17,soir,21.0,300490.963,5040342.977,-73.555141,45.502995
Vol dans / sur véhicule à moteur,2016-10-17,soir,21.0,300490.963,5040342.977,-73.555141,45.502995
Vols qualifiés,2016-09-14,nuit,21.0,300490.963,5040342.977,-73.555141,45.502995
Vol dans / sur véhicule à moteur,2017-02-16,soir,15.0,297748.079,5037287.885,-73.590196,45.475482
Introduction,2017-12-05,soir,15.0,297748.079,5037287.885,-73.590196,45.475482
Vol dans / sur véhicule à moteur,2016-10-24,jour,15.0,297748.079,5037287.885,-73.590196,45.475482
Méfait,2015-09-24,jour,13.0,294470.5567,5032156.171,-73.632009,45.429263
Introduction,2015-02-24,nuit,13.0,294470.5567,5032156.171,-73.632009,45.429263
Introduction,2016-05-11,jour,13.0,294614.4342,5032057.347,-73.630168,45.428376
Introduction,2017-02-12,jour,13.0,294751.5,5031963.217,-73.628415,45.427531
Introduction,2017-02-12,jour,13.0,294751.5,5031963.217,-73.628415,45.427531
Introduction,2017-06-23,jour,13.0,294506.1792,5032121.578,-73.631553,45.428952
Introduction,2015-06-29,nuit,13.0,294506.1792,5032121.578,-73.631553,45.428952
Vols qualifiés,2015-04-24,soir,16.0,299796.04,5036974.657,-73.563999,45.472681
Vol dans / sur véhicule à moteur,2016-07-19,jour,16.0,299796.04,5036974.657,-73.563999,45.472681
Vol dans / sur véhicule à moteur,2016-05-14,jour,16.0,299796.04,5036974.657,-73.563999,45.472681
Introduction,2017-09-16,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Introduction,2017-09-24,nuit,38.0,298732.354,5042098.301,-73.577667,45.518777
Introduction,2017-08-25,soir,38.0,298732.354,5042098.301,-73.577667,45.518777
Introduction,2017-09-09,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Introduction,2017-11-12,soir,38.0,298732.354,5042098.301,-73.577667,45.518777
Vol de véhicule à moteur,2017-06-25,soir,38.0,298732.354,5042098.301,-73.577667,45.518777
Vol dans / sur véhicule à moteur,2017-06-05,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Vol dans / sur véhicule à moteur,2016-10-16,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Méfait,2017-10-11,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Vol dans / sur véhicule à moteur,2016-07-06,soir,38.0,298732.354,5042098.301,-73.577667,45.518777
Introduction,2016-09-27,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Vol de véhicule à moteur,2016-08-16,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Vol de véhicule à moteur,2017-03-31,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Vols qualifiés,2017-01-30,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Introduction,2016-06-24,jour,38.0,298732.354,5042098.301,-73.577667,45.518777
Introduction,2015-07-08,nuit,38.0,298732.354,5042098.301,-73.577667,45.518777
Méfait,2016-06-07,nuit,50.0,296649.8662,5037103.303,-73.60424,45.473809
Introduction,2015-10-12,nuit,38.0,298732.354,5042098.301,-73.577667,45.518777
Introduction,2015-05-03,nuit,38.0,298732.354,5042098.301,-73.577667,45.518777
Vol dans / sur véhicule à moteur,2017-10-04,soir,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol dans / sur véhicule à moteur,2017-11-10,soir,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol de véhicule à moteur,2017-07-08,soir,20.0,299322.9144,5040170.701,-73.570086,45.501437
Introduction,2016-11-28,jour,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol dans / sur véhicule à moteur,2016-04-26,jour,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol dans / sur véhicule à moteur,2016-12-14,soir,20.0,299322.9144,5040170.701,-73.570086,45.501437
Introduction,2017-06-14,soir,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol dans / sur véhicule à moteur,2016-03-04,soir,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol dans / sur véhicule à moteur,2017-02-05,jour,20.0,299322.9144,5040170.701,-73.570086,45.501437
Introduction,2017-03-23,jour,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol dans / sur véhicule à moteur,2017-02-28,jour,20.0,299322.9144,5040170.701,-73.570086,45.501437
Vol dans / sur véhicule à moteur,2017-04-15,jour,20.0,299322.9144,5040170.701,-73.570086,45.501437
