CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Méfait,2022-06-09,soir,26.0,294890.266,5041378.7,-73.626831,45.512258
Vol dans / sur véhicule à moteur,2022-06-10,jour,44.0,299539.777,5047927.083,-73.567394,45.571233
Vol de véhicule à moteur,2022-06-10,soir,9.0,295411.792,5036902.922,-73.620071,45.47199
Vol dans / sur véhicule à moteur,2022-06-10,soir,20.0,299847.059,5039096.054,-73.563368,45.49177
Vol de véhicule à moteur,2022-06-11,jour,7.0,288323.25,5038768.0,-73.710792,45.488642
Introduction,2022-06-11,jour,21.0,300024.532,5040548.567,-73.561111,45.504842
Vol dans / sur véhicule à moteur,2022-06-12,nuit,38.0,296695.996,5043128.219,-73.603749,45.528024
Introduction,2022-06-12,jour,15.0,298539.88,5037566.041,-73.580072,45.477992
Vol de véhicule à moteur,2022-06-06,jour,35.0,296031.108,5043564.076,-73.612269,45.531938
Vol de véhicule à moteur,2022-06-06,jour,49.0,304938.156,5054377.0,-73.498228,45.629291
Introduction,2022-06-06,jour,8.0,292417.588,5033640.603,-73.658283,45.442588
Vol dans / sur véhicule à moteur,2022-06-04,jour,38.0,297359.755,5042808.098,-73.595247,45.525151
Vol dans / sur véhicule à moteur,2022-06-06,jour,15.0,300020.072,5037393.555,-73.561138,45.476452
Vol de véhicule à moteur,2022-06-06,jour,21.0,300961.854,5041429.343,-73.549124,45.512773
Vol de véhicule à moteur,2022-06-06,jour,46.0,300159.557,5050702.45,-73.55948,45.596211
Méfait,2022-06-06,jour,44.0,298401.966,5047295.375,-73.581964,45.565539
Vol dans / sur véhicule à moteur,2022-06-06,jour,22.0,299927.304,5042357.585,-73.562374,45.52112
Méfait,2022-06-06,jour,13.0,292202.188,5031838.5,-73.66099,45.426367
Introduction,2022-06-06,jour,20.0,299508.127,5039587.396,-73.56771,45.496189
Méfait,2022-06-06,jour,13.0,292202.188,5031838.5,-73.66099,45.426367
Méfait,2022-06-06,jour,27.0,293282.981,5047327.346,-73.647542,45.565761
Vol dans / sur véhicule à moteur,2022-06-06,jour,42.0,296079.356,5049137.177,-73.611751,45.582087
Vol de véhicule à moteur,2022-06-06,jour,5.0,285459.663,5035175.298,-73.747285,45.456239
Introduction,2022-06-06,jour,22.0,300626.487,5041975.185,-73.55342,45.517683
Vols qualifiés,2022-06-06,jour,50.0,300757.711,5042597.38,-73.551746,45.523283
Méfait,2022-06-04,soir,26.0,294195.653,5041665.612,-73.635727,45.514829
Méfait,2022-06-04,soir,20.0,299344.836,5040364.062,-73.569807,45.503177
Vols qualifiés,2022-06-06,soir,26.0,294781.943,5038333.335,-73.628155,45.484853
Vol dans / sur véhicule à moteur,2022-06-06,soir,49.0,303984.418,5057110.871,-73.510465,45.653891
Vol dans / sur véhicule à moteur,2022-06-06,soir,48.0,303993.564,5050245.286,-73.510336,45.592112
Vol de véhicule à moteur,2022-06-06,soir,7.0,290642.875,5040536.0,-73.681167,45.504602
Méfait,2022-06-06,soir,22.0,300043.201,5042632.088,-73.560893,45.52359
Méfait,2022-06-06,soir,55.0,285459.663,5035175.298,-73.747285,45.456239
Vol dans / sur véhicule à moteur,2022-06-05,soir,48.0,303247.629,5049989.862,-73.519896,45.589813
Méfait,2022-05-26,nuit,15.0,298127.486,5037218.676,-73.585343,45.474863
Vol de véhicule à moteur,2022-06-05,nuit,38.0,299601.26,5042116.74,-73.566545,45.51895
Vols qualifiés,2022-06-04,soir,7.0,291133.6348,5043126.371,-73.674959,45.52792
Vol dans / sur véhicule à moteur,2022-06-04,jour,31.0,295134.512,5045125.904,-73.623779,45.54598
Vol dans / sur véhicule à moteur,2022-06-06,jour,38.0,298902.212,5041775.576,-73.575489,45.515875
Vol de véhicule à moteur,2022-06-07,nuit,10.0,289505.072,5044169.586,-73.695841,45.537274
Vol de véhicule à moteur,2022-06-07,nuit,49.0,305739.929,5056582.966,-73.487941,45.64914
Introduction,2022-06-07,nuit,48.0,301441.859,5049207.62,-73.543033,45.582768
Vol de véhicule à moteur,2022-06-07,nuit,7.0,289052.7009,5039206.012,-73.701474,45.4926
Vol dans / sur véhicule à moteur,2022-06-07,jour,21.0,300251.965,5040480.227,-73.5582,45.504229
Vol de véhicule à moteur,2022-06-07,jour,44.0,299310.549,5045127.941,-73.5703,45.546044
Introduction,2022-06-07,jour,23.0,301131.987,5044641.609,-73.54697,45.541679
Vol de véhicule à moteur,2022-06-07,jour,38.0,298760.931,5044360.474,-73.577329,45.539133
Vols qualifiés,2022-06-07,jour,31.0,295015.115,5043243.569,-73.62527,45.52904
Vol dans / sur véhicule à moteur,2022-06-06,jour,44.0,298460.787,5045119.096,-73.581182,45.545957
Vol dans / sur véhicule à moteur,2022-06-06,jour,23.0,301365.288,5045172.12,-73.543986,45.546454
Vol de véhicule à moteur,2022-06-27,nuit,21.0,300239.909,5040075.645,-73.558351,45.500588
Introduction,2022-06-27,nuit,23.0,300868.886,5046222.582,-73.550352,45.555904
Introduction,2022-06-27,jour,21.0,300696.779,5041135.859,-73.552514,45.510131
Vol de véhicule à moteur,2022-06-27,nuit,45.0,301497.211,5057773.786,-73.542382,45.659848
Vol de véhicule à moteur,2022-06-27,jour,21.0,300244.837,5040311.565,-73.55829,45.502711
Méfait,2022-06-27,jour,7.0,291332.139,5041304.22,-73.672368,45.511528
Vol de véhicule à moteur,2022-06-27,jour,45.0,301497.211,5057773.786,-73.542382,45.659848
Vols qualifiés,2022-06-27,jour,23.0,302155.397,5046434.115,-73.533875,45.557814
Vols qualifiés,2022-06-27,jour,49.0,303984.418,5057110.871,-73.510465,45.653891
Vol de véhicule à moteur,2022-06-27,jour,20.0,300373.139,5040010.282,-73.556646,45.500001
Vol dans / sur véhicule à moteur,2022-06-22,jour,15.0,300648.025,5037850.574,-73.55311,45.480568
Méfait,2022-06-22,jour,48.0,301721.825,5049882.287,-73.53945,45.58884
Vol dans / sur véhicule à moteur,2022-06-22,jour,8.0,288320.031,5034213.0,-73.71068,45.447654
Vol dans / sur véhicule à moteur,2022-06-27,jour,38.0,297977.4,5043286.085,-73.587347,45.529458
Introduction,2022-06-27,jour,15.0,298257.979,5037580.04,-73.583678,45.478116
Méfait,2022-06-27,jour,7.0,287083.35,5042468.62,-73.726788,45.521911
Vol dans / sur véhicule à moteur,2022-06-27,jour,46.0,298224.313,5052192.5,-73.584305,45.609603
Méfait,2022-06-27,jour,49.0,304006.128,5057200.76,-73.510186,45.654699
Introduction,2022-06-27,soir,12.0,296603.188,5038944.0,-73.604867,45.490372
Vol de véhicule à moteur,2022-06-27,soir,44.0,300551.563,5046275.945,-73.554417,45.556383
Méfait,2022-06-27,soir,35.0,296541.923,5043232.034,-73.605723,45.528956
Vol dans / sur véhicule à moteur,2022-06-27,soir,20.0,299204.136,5040161.188,-73.571606,45.50135
Vol de véhicule à moteur,2022-06-27,soir,38.0,298749.826,5040968.567,-73.577429,45.508611
Méfait,2022-06-27,soir,39.0,294058.844,5050716.0,-73.637677,45.596266
Méfait,2022-06-27,soir,23.0,301327.247,5045084.087,-73.544473,45.545662
Vols qualifiés,2022-06-28,nuit,21.0,299962.84,5041609.764,-73.561911,45.514391
Méfait,2022-06-28,nuit,15.0,299060.36,5038986.55,-73.573432,45.490779
Vol de véhicule à moteur,2022-06-28,nuit,45.0,296839.64,5054059.865,-73.602088,45.626392
Vol de véhicule à moteur,2022-06-28,nuit,45.0,297549.502,5056098.1,-73.593015,45.64474
Vol dans / sur véhicule à moteur,2022-06-28,nuit,23.0,300859.687,5045389.114,-73.550463,45.548404
Vol de véhicule à moteur,2022-06-28,jour,20.0,299604.415,5040352.612,-73.566486,45.503076
Vol dans / sur véhicule à moteur,2022-06-20,soir,21.0,299931.1272,5041898.909,-73.56232,45.516992
Introduction,2022-06-28,jour,30.0,295899.781,5048529.612,-73.614041,45.576618
Méfait,2022-06-28,jour,22.0,300207.221,5042961.428,-73.558796,45.526555
Vol de véhicule à moteur,2022-06-28,jour,10.0,289063.22,5043137.88,-73.701466,45.52798
Introduction,2022-06-28,jour,23.0,301365.288,5045172.12,-73.543986,45.546454
Méfait,2022-06-22,soir,42.0,296200.625,5049008.5,-73.610194,45.580931
Introduction,2022-06-28,jour,48.0,303086.656,5049428.69,-73.521957,45.584763
Méfait,2022-06-28,jour,21.0,300194.517,5041972.664,-73.55895,45.517658
Méfait,2022-06-28,jour,50.0,298627.4613,5039531.172,-73.578977,45.495676
Méfait,2022-06-28,jour,50.0,299733.4446,5041226.662,-73.564844,45.510942
Méfait,2022-06-28,jour,38.0,297549.578,5043491.476,-73.592827,45.531302
Méfait,2022-06-28,soir,48.0,301755.542,5049999.053,-73.539019,45.589891
Méfait,2022-06-28,soir,50.0,295433.628,5043935.083,-73.619926,45.535269
Vol dans / sur véhicule à moteur,2022-01-26,soir,9.0,294302.672,5034936.449,-73.634214,45.454279
Vol de véhicule à moteur,2022-01-27,jour,10.0,287352.674,5043482.602,-73.723376,45.531042
Vol de véhicule à moteur,2022-01-27,soir,31.0,295162.303,5044470.069,-73.62341,45.540079
Vol dans / sur véhicule à moteur,2022-01-29,jour,46.0,300110.313,5051497.5,-73.560119,45.603365
Méfait,2022-01-29,jour,38.0,297968.028,5042624.159,-73.587457,45.523502
Vols qualifiés,2022-01-29,soir,9.0,292261.028,5035705.98,-73.660337,45.46117
Vols qualifiés,2022-01-29,soir,9.0,296123.254,5036448.693,-73.610963,45.467912
Vol de véhicule à moteur,2022-01-30,jour,26.0,296326.031,5041951.0,-73.608465,45.517427
Introduction,2022-01-31,nuit,26.0,296033.696,5041145.467,-73.612193,45.510174
Introduction,2022-01-31,soir,31.0,295727.087,5045515.715,-73.616198,45.549496
Vol de véhicule à moteur,2022-01-31,soir,7.0,287594.125,5038881.0,-73.720124,45.489641
Introduction,2022-02-01,jour,49.0,305338.435,5055484.417,-73.493093,45.639256
Introduction,2022-02-01,jour,9.0,296340.618,5036678.331,-73.608188,45.469981
Introduction,2022-02-01,jour,22.0,300543.315,5041889.517,-73.554484,45.516912
Méfait,2022-02-03,jour,27.0,291672.251,5044824.572,-73.66811,45.543212
Introduction,2022-02-03,jour,23.0,302189.898,5046513.115,-73.533433,45.558525
Introduction,2022-02-03,soir,45.0,300997.088,5058058.825,-73.548802,45.662411
Vol de véhicule à moteur,2022-02-04,jour,26.0,295650.153,5040813.405,-73.617095,45.507181
Introduction,2022-02-04,soir,20.0,300346.256,5039334.058,-73.556983,45.493915
Méfait,2022-02-05,jour,9.0,295079.145,5037116.181,-73.624329,45.473905
Introduction,2022-02-05,jour,26.0,294394.265,5039167.041,-73.633132,45.492349
Introduction,2022-02-06,jour,38.0,297634.913,5042109.575,-73.591714,45.518868
Méfait,2022-02-07,nuit,26.0,295080.868,5041033.937,-73.624385,45.509158
Introduction,2022-02-07,nuit,16.0,299824.031,5036239.0,-73.563634,45.466061
Introduction,2022-02-07,nuit,23.0,301302.35,5046444.716,-73.544801,45.557905
Vol dans / sur véhicule à moteur,2022-02-07,jour,13.0,292393.438,5032524.5,-73.658563,45.432544
Introduction,2022-02-08,jour,12.0,298308.969,5038548.0,-73.583039,45.486826
Introduction,2022-02-09,jour,46.0,300637.286,5051720.172,-73.553365,45.605372
Vol dans / sur véhicule à moteur,2022-02-10,jour,9.0,296067.523,5036393.015,-73.611675,45.46741
Vol de véhicule à moteur,2022-02-10,jour,42.0,296751.443,5049177.532,-73.603139,45.582458
Introduction,2022-02-10,jour,20.0,300346.256,5039334.058,-73.556983,45.493915
Introduction,2022-02-10,jour,42.0,296751.443,5049177.532,-73.603139,45.582458
Méfait,2022-02-12,jour,38.0,297733.711,5042264.576,-73.590452,45.520264
Vol de véhicule à moteur,2022-02-12,jour,27.0,292059.771,5045064.766,-73.663153,45.54538
Introduction,2022-02-13,jour,46.0,301159.931,5051394.617,-73.546663,45.602445
Méfait,2022-06-12,jour,42.0,298924.906,5049540.5,-73.575291,45.585746
Vol dans / sur véhicule à moteur,2022-06-11,jour,15.0,300234.182,5037931.55,-73.558404,45.481294
Vol dans / sur véhicule à moteur,2022-06-11,jour,44.0,300367.747,5047365.288,-73.556781,45.566184
Vol dans / sur véhicule à moteur,2022-06-11,jour,9.0,295501.777,5037482.937,-73.618931,45.477211
Vol dans / sur véhicule à moteur,2022-06-13,soir,16.0,299527.625,5035392.0,-73.567415,45.458437
Vol dans / sur véhicule à moteur,2022-06-13,soir,45.0,296770.501,5053724.997,-73.60297,45.623378
Introduction,2022-06-13,soir,9.0,291793.899,5036698.973,-73.666336,45.470097
Vol dans / sur véhicule à moteur,2022-06-13,soir,23.0,302644.879,5046489.597,-73.527605,45.558315
Introduction,2022-06-14,soir,9.0,292200.531,5035300.5,-73.6611,45.45752
Vol dans / sur véhicule à moteur,2022-06-14,soir,9.0,295217.258,5035999.754,-73.622541,45.46386
Méfait,2022-06-14,soir,15.0,298786.693,5038389.652,-73.576926,45.485406
Introduction,2022-06-15,nuit,23.0,302029.998,5046587.614,-73.535482,45.559194
Méfait,2022-06-14,soir,23.0,302128.014,5045971.143,-73.534223,45.553648
Vol dans / sur véhicule à moteur,2022-06-15,jour,21.0,300309.763,5041034.311,-73.557466,45.509215
Vol dans / sur véhicule à moteur,2022-06-15,jour,15.0,300212.184,5037780.05,-73.558684,45.479931
Vol de véhicule à moteur,2022-06-15,jour,15.0,299263.371,5038519.019,-73.570829,45.486574
Vol de véhicule à moteur,2022-06-16,jour,30.0,297054.157,5047386.063,-73.599231,45.566342
Vol dans / sur véhicule à moteur,2022-06-16,jour,7.0,290595.043,5042972.835,-73.68185,45.526528
Introduction,2022-06-16,soir,16.0,298838.781,5035241.5,-73.576221,45.457077
Vol de véhicule à moteur,2022-06-16,soir,22.0,300136.859,5043827.56,-73.559705,45.534348
Vol dans / sur véhicule à moteur,2022-06-16,soir,26.0,296146.563,5042315.5,-73.610769,45.520704
Vol de véhicule à moteur,2022-06-17,jour,46.0,300258.344,5052407.5,-73.55823,45.611554
Introduction,2022-06-17,jour,46.0,300258.344,5052407.5,-73.55823,45.611554
Introduction,2022-06-17,jour,23.0,302029.998,5046587.614,-73.535482,45.559194
Introduction,2022-06-17,soir,21.0,299979.7,5041147.401,-73.561691,45.51023
Vol dans / sur véhicule à moteur,2022-06-18,nuit,9.0,296123.254,5036448.693,-73.610963,45.467912
Vol de véhicule à moteur,2022-06-18,jour,44.0,298246.937,5046427.207,-73.583938,45.557726
Vol de véhicule à moteur,2022-06-18,jour,44.0,298900.569,5045908.216,-73.575559,45.553062
Vol dans / sur véhicule à moteur,2022-06-18,soir,30.0,296612.456,5046684.203,-73.604878,45.560021
Vol dans / sur véhicule à moteur,2022-06-18,soir,20.0,299938.425,5040365.902,-73.562212,45.503198
Introduction,2022-06-20,nuit,12.0,298037.204,5038206.818,-73.586511,45.483753
Vol dans / sur véhicule à moteur,2022-06-09,jour,15.0,298176.001,5035864.533,-73.584704,45.462678
Introduction,2022-06-20,jour,35.0,296412.41,5043504.144,-73.607386,45.531403
Vols qualifiés,2022-06-20,jour,16.0,299574.844,5036110.0,-73.566819,45.464899
Introduction,2022-06-20,soir,23.0,302029.998,5046587.614,-73.535482,45.559194
Introduction,2022-06-21,jour,15.0,299638.866,5038709.051,-73.566027,45.488286
Vol de véhicule à moteur,2022-06-21,jour,16.0,299145.344,5034735.0,-73.572295,45.452522
Méfait,2022-06-21,jour,42.0,297787.495,5048336.473,-73.58985,45.574901
Vol dans / sur véhicule à moteur,2022-06-06,jour,48.0,303618.049,5050407.027,-73.515149,45.593567
Vol dans / sur véhicule à moteur,2022-06-06,jour,26.0,295294.29,5038486.649,-73.621604,45.48624
Vol dans / sur véhicule à moteur,2022-06-06,soir,12.0,298201.855,5039297.55,-73.584419,45.49357
Méfait,2022-06-07,jour,27.0,292273.176,5045143.08,-73.660422,45.546089
Vols qualifiés,2022-06-07,jour,22.0,300599.802,5042594.589,-73.553767,45.523257
Méfait,2022-06-06,soir,20.0,299344.836,5040364.062,-73.569807,45.503177
Méfait,2022-06-06,soir,20.0,299344.836,5040364.062,-73.569807,45.503177
Vol de véhicule à moteur,2022-06-07,soir,7.0,288537.27,5040121.937,-73.708099,45.50083
Introduction,2022-06-07,soir,13.0,294794.988,5032444.237,-73.627869,45.43186
Vol dans / sur véhicule à moteur,2022-06-07,soir,48.0,301216.409,5050260.814,-73.54593,45.592243
Vols qualifiés,2022-06-07,soir,23.0,301541.303,5045511.126,-73.541734,45.549506
Introduction,2022-06-07,soir,22.0,299783.231,5043013.62,-73.564225,45.527022
Vol dans / sur véhicule à moteur,2022-06-07,soir,21.0,300299.03,5040728.57,-73.5576,45.506464
Vol dans / sur véhicule à moteur,2022-06-07,soir,48.0,302082.097,5052311.594,-73.534846,45.610701
Méfait,2022-06-07,soir,12.0,297083.699,5039095.982,-73.598722,45.491745
Vol dans / sur véhicule à moteur,2022-06-07,soir,21.0,299735.683,5040981.171,-73.564812,45.508733
Vols qualifiés,2022-06-08,nuit,49.0,305499.394,5055372.629,-73.491029,45.63825
Vol dans / sur véhicule à moteur,2022-06-07,jour,27.0,293852.806,5045639.323,-73.640204,45.550581
Vol de véhicule à moteur,2022-06-08,nuit,48.0,302081.698,5052087.593,-73.53485,45.608685
Vol de véhicule à moteur,2022-06-08,nuit,7.0,289194.875,5040367.5,-73.699692,45.503054
Introduction,2022-06-08,nuit,27.0,291867.896,5045435.034,-73.66562,45.548709
Vol dans / sur véhicule à moteur,2022-06-08,nuit,49.0,303699.447,5055876.846,-73.514118,45.642786
Introduction,2022-06-08,jour,35.0,296479.401,5044202.317,-73.60654,45.537687
Méfait,2022-06-08,jour,20.0,300396.7036,5039232.229,-73.556337,45.492999
Méfait,2022-06-08,jour,15.0,298324.97,5037632.02,-73.582822,45.478584
Vol dans / sur véhicule à moteur,2022-06-04,soir,31.0,295344.793,5045670.567,-73.621097,45.550884
Vol dans / sur véhicule à moteur,2022-06-04,soir,31.0,295344.793,5045670.567,-73.621097,45.550884
Introduction,2022-06-08,jour,26.0,293282.862,5042937.956,-73.64744,45.526264
Vol de véhicule à moteur,2022-06-08,jour,30.0,295785.151,5047403.305,-73.615489,45.566481
Vol de véhicule à moteur,2022-06-08,soir,44.0,299350.895,5047274.666,-73.569807,45.565361
Introduction,2022-06-08,soir,21.0,299858.106,5042193.083,-73.563258,45.519639
Vol dans / sur véhicule à moteur,2022-06-08,jour,20.0,297404.344,5040277.056,-73.594638,45.502376
Vol de véhicule à moteur,2022-06-08,soir,12.0,298253.728,5038898.455,-73.58375,45.489979
Introduction,2022-06-08,soir,21.0,299858.106,5042193.083,-73.563258,45.519639
Introduction,2022-06-08,soir,35.0,296842.357,5043633.697,-73.601884,45.532574
Vol dans / sur véhicule à moteur,2022-06-08,soir,10.0,289489.207,5043508.009,-73.696024,45.53132
Vol dans / sur véhicule à moteur,2022-06-08,soir,23.0,301439.479,5044510.981,-73.543032,45.540506
Vol dans / sur véhicule à moteur,2022-06-08,soir,5.0,286630.193,5035104.287,-73.732316,45.455632
Méfait,2022-06-08,soir,50.0,298627.4613,5039531.172,-73.578977,45.495676
Vol dans / sur véhicule à moteur,2022-06-08,soir,21.0,299583.019,5041262.573,-73.566769,45.511264
Vol de véhicule à moteur,2022-06-08,soir,10.0,287360.096,5043659.983,-73.723288,45.532638
Méfait,2022-06-22,soir,23.0,301327.247,5045084.087,-73.544473,45.545662
Vol de véhicule à moteur,2022-06-28,soir,38.0,298683.224,5041651.95,-73.57829,45.51476
Vol de véhicule à moteur,2022-06-28,soir,31.0,294466.403,5044851.063,-73.632329,45.543497
Introduction,2022-06-28,soir,30.0,297158.741,5045888.178,-73.597868,45.552864
Méfait,2022-06-28,soir,30.0,294615.678,5048123.669,-73.630486,45.572947
Vol de véhicule à moteur,2022-06-29,nuit,12.0,296299.531,5038159.0,-73.608739,45.483304
Méfait,2022-06-29,nuit,50.0,298827.865,5038815.389,-73.576404,45.489237
Introduction,2022-06-29,nuit,31.0,295323.063,5044024.579,-73.621343,45.536072
Méfait,2022-06-29,nuit,12.0,298470.057,5039162.05,-73.580986,45.492353
Vol dans / sur véhicule à moteur,2022-06-22,soir,22.0,299905.905,5042307.084,-73.562647,45.520665
Vol de véhicule à moteur,2022-06-29,jour,7.0,289052.7009,5039206.012,-73.701474,45.4926
Vol de véhicule à moteur,2022-06-29,jour,26.0,294062.638,5041031.33,-73.637416,45.50912
Vol dans / sur véhicule à moteur,2022-06-29,jour,5.0,285459.663,5035175.298,-73.747285,45.456239
Vol de véhicule à moteur,2022-06-29,jour,7.0,289052.7009,5039206.012,-73.701474,45.4926
Vol de véhicule à moteur,2022-06-29,jour,42.0,297867.188,5050650.0,-73.588862,45.59572
Vols qualifiés,2022-06-29,jour,26.0,294754.654,5038271.72,-73.628503,45.484298
Introduction,2022-06-29,jour,15.0,299847.107,5037693.969,-73.563353,45.479154
Méfait,2022-06-29,jour,39.0,294233.156,5049120.0,-73.635408,45.581907
Vol de véhicule à moteur,2022-06-29,jour,38.0,299384.507,5043970.225,-73.56934,45.535627
Vol dans / sur véhicule à moteur,2022-06-29,jour,21.0,300404.04,5040145.064,-73.556251,45.501214
Vol dans / sur véhicule à moteur,2022-06-29,soir,8.0,290706.313,5033127.5,-73.680143,45.437938
Vol de véhicule à moteur,2022-06-29,jour,21.0,299601.26,5042116.74,-73.566545,45.51895
Vols qualifiés,2022-06-29,soir,42.0,298529.944,5048250.504,-73.580336,45.574135
Vol de véhicule à moteur,2022-06-29,soir,12.0,298008.146,5039130.855,-73.586895,45.492068
Vol de véhicule à moteur,2022-06-29,soir,38.0,298463.601,5042898.585,-73.581117,45.525976
Vols qualifiés,2022-06-29,soir,50.0,300765.97,5045979.443,-73.551668,45.553716
Méfait,2022-06-30,nuit,13.0,292395.406,5032202.5,-73.65853,45.429646
Vol de véhicule à moteur,2022-06-30,nuit,45.0,300851.583,5057986.853,-73.550669,45.661762
Vols qualifiés,2022-06-29,soir,39.0,294818.274,5050961.152,-73.627948,45.598483
Vol dans / sur véhicule à moteur,2022-06-30,jour,20.0,299676.944,5040490.186,-73.565559,45.504314
Vol de véhicule à moteur,2022-06-30,jour,21.0,299637.005,5042232.583,-73.566088,45.519993
Introduction,2022-06-30,jour,15.0,298397.124,5037211.577,-73.581894,45.474801
Introduction,2022-06-30,jour,27.0,291642.024,5044410.908,-73.668486,45.539489
Vol dans / sur véhicule à moteur,2022-06-30,jour,30.0,295311.997,5047686.526,-73.621556,45.569024
Méfait,2022-06-23,jour,44.0,298582.319,5046972.57,-73.579649,45.562636
Vol dans / sur véhicule à moteur,2022-06-30,jour,48.0,302960.607,5051497.097,-73.52358,45.603375
Introduction,2022-06-30,jour,27.0,294974.07,5046045.139,-73.625852,45.554249
Vol de véhicule à moteur,2022-06-30,jour,8.0,290844.62,5034267.939,-73.678408,45.448203
Méfait,2022-06-30,jour,15.0,299044.987,5038780.054,-73.573626,45.488921
Vol dans / sur véhicule à moteur,2022-06-30,jour,9.0,296335.097,5037213.017,-73.608267,45.474792
Méfait,2022-06-26,soir,50.0,299733.4446,5041226.662,-73.564844,45.510942
Vol dans / sur véhicule à moteur,2022-02-13,soir,22.0,299828.604,5042358.585,-73.563637,45.521128
Introduction,2022-02-14,nuit,26.0,296033.696,5041145.467,-73.612193,45.510174
Introduction,2022-02-14,nuit,30.0,296983.487,5047270.594,-73.600135,45.565302
Vol de véhicule à moteur,2022-02-14,jour,20.0,299882.419,5040259.48,-73.562927,45.50224
Vol dans / sur véhicule à moteur,2022-02-14,jour,45.0,300295.8114,5058203.859,-73.557803,45.663711
Vol de véhicule à moteur,2022-02-15,soir,16.0,299193.875,5035502.5,-73.571684,45.459429
Vol de véhicule à moteur,2022-02-16,jour,42.0,296059.906,5049256.5,-73.612002,45.583161
Méfait,2022-02-16,jour,26.0,294989.376,5040890.423,-73.625553,45.507866
Introduction,2022-02-16,soir,23.0,301878.271,5045042.216,-73.537416,45.545288
Vol de véhicule à moteur,2022-02-16,soir,26.0,295661.537,5038359.592,-73.616904,45.485101
Vol dans / sur véhicule à moteur,2022-02-17,jour,7.0,286088.317,5038906.046,-73.739389,45.489827
Introduction,2022-02-17,jour,31.0,294347.118,5043159.065,-73.633821,45.52827
Vol de véhicule à moteur,2022-02-19,jour,26.0,293599.567,5039675.892,-73.643311,45.496916
Méfait,2022-02-19,jour,23.0,302189.898,5046513.115,-73.533433,45.558525
Méfait,2022-02-19,jour,22.0,300613.088,5044193.604,-73.553611,45.537645
Vol dans / sur véhicule à moteur,2022-02-19,soir,44.0,299917.576,5047575.556,-73.56255,45.568073
Vols qualifiés,2022-02-21,jour,16.0,299547.344,5035679.0,-73.567166,45.46102
Introduction,2022-02-21,jour,27.0,291583.86,5045274.869,-73.669254,45.547262
Méfait,2022-02-18,soir,9.0,292316.697,5035396.651,-73.659617,45.458387
Introduction,2022-02-22,nuit,7.0,285335.269,5038638.399,-73.749013,45.487398
Vol dans / sur véhicule à moteur,2022-02-22,jour,16.0,299802.781,5036797.5,-73.563911,45.471087
Vol de véhicule à moteur,2022-02-23,jour,26.0,295277.631,5038602.91,-73.62182,45.487285
Vol dans / sur véhicule à moteur,2022-02-23,jour,27.0,292036.902,5044641.039,-73.663435,45.541567
Vol dans / sur véhicule à moteur,2022-02-23,jour,31.0,295277.327,5042775.331,-73.621904,45.524831
Introduction,2022-02-24,soir,9.0,292316.697,5035396.651,-73.659617,45.458387
Vols qualifiés,2022-02-24,soir,7.0,289510.719,5040021.5,-73.695639,45.499948
Vol de véhicule à moteur,2022-02-25,jour,9.0,293381.712,5035343.391,-73.645998,45.457926
Vol de véhicule à moteur,2022-02-25,soir,26.0,293599.567,5039675.892,-73.643311,45.496916
Vol de véhicule à moteur,2022-02-26,jour,42.0,296760.753,5049178.836,-73.60302,45.58247
Vol de véhicule à moteur,2022-02-26,jour,20.0,298826.653,5040722.711,-73.576443,45.5064
Introduction,2022-02-27,nuit,31.0,295310.5,5044864.569,-73.62152,45.543631
Introduction,2022-02-27,jour,9.0,291654.781,5035754.5,-73.66809,45.461595
Vol dans / sur véhicule à moteur,2022-02-28,nuit,49.0,305378.371,5056501.061,-73.49258,45.648404
Vol de véhicule à moteur,2022-02-28,jour,10.0,287352.674,5043482.602,-73.723376,45.531042
Vol dans / sur véhicule à moteur,2022-02-28,jour,26.0,294192.554,5040290.188,-73.635737,45.502453
Introduction,2022-03-01,soir,23.0,301550.905,5045182.936,-73.541609,45.546553
Vol dans / sur véhicule à moteur,2022-03-01,jour,22.0,300889.6735,5041663.115,-73.550049,45.514877
Vol dans / sur véhicule à moteur,2022-06-21,soir,27.0,291883.405,5045973.127,-73.665436,45.553551
Méfait,2022-06-21,jour,30.0,293850.225,5047794.881,-73.640286,45.569977
Vol dans / sur véhicule à moteur,2022-06-22,jour,23.0,301221.777,5046966.783,-73.545837,45.562603
Introduction,2022-06-22,soir,26.0,295930.336,5041211.827,-73.613517,45.51077
Vol de véhicule à moteur,2022-06-22,soir,7.0,290678.625,5039743.5,-73.680687,45.497471
Introduction,2022-06-23,nuit,16.0,299539.781,5035581.0,-73.567262,45.460138
Introduction,2022-06-23,jour,44.0,299434.087,5045030.604,-73.568716,45.545169
Vols qualifiés,2022-06-23,soir,26.0,293816.123,5039535.647,-73.640537,45.495657
Vol de véhicule à moteur,2022-06-24,nuit,9.0,294775.449,5036277.091,-73.628196,45.46635
Vol dans / sur véhicule à moteur,2022-06-24,jour,23.0,301550.905,5045182.936,-73.541609,45.546553
Vol dans / sur véhicule à moteur,2022-06-24,soir,20.0,299681.045,5040217.251,-73.565504,45.501858
Vol de véhicule à moteur,2022-06-24,soir,26.0,294919.832,5038248.358,-73.62639,45.48409
Vol dans / sur véhicule à moteur,2022-06-25,nuit,31.0,294347.118,5043159.065,-73.633821,45.52827
